[Header]
Application Name	LabSolutions
1.69167	-16
1.70000	-16
1.70833	-17
1.71667	-18
1.72500	-20
1.73333	-21
1.74167	-22
1.75000	-22
1.75833	-21
1.76667	-19
1.77500	-18
1.78333	-17
1.79167	-16
1.80000	-16
1.80833	-16
1.81667	-16
1.82500	-16
1.83333	-15
1.84167	-15
1.85000	-15
1.85833	-15
1.86667	-14
1.87500	-15
1.88333	-15
1.89167	-14
1.90000	-13
1.90833	-10
1.91667	-7
1.92500	-4
1.93333	-2
1.94167	-1
1.95000	-1
1.95833	-3
1.96667	-5
1.97500	-6
1.98333	-8
1.99167	-10
2.00000	-11
2.00833	-13
2.01667	-15
2.02500	-15
2.03333	-15
2.04167	-14
2.05000	-13
2.05833	-13
2.06667	-14
2.07500	-14
2.08333	-15
2.09167	-14
2.10000	-12
2.10833	-11
2.11667	-11
2.12500	-11
2.13333	-12
2.14167	-14
2.15000	-15
2.15833	-17
2.16667	-18
2.17500	-18
2.18333	-18
2.19167	-18
2.20000	-17
2.20833	-17
2.21667	-17
2.22500	-17
2.23333	-17
2.24167	-18
2.25000	-17
2.25833	-17
2.26667	-17
2.27500	-17
2.28333	-17
2.29167	-18
2.30000	-20
2.30833	-22
2.31667	-24
2.32500	-25
2.33333	-26
2.34167	-27
2.35000	-28
2.35833	-29
2.36667	-31
2.37500	-32
2.38333	-32
2.39167	-32
2.40000	-32
2.40833	-32
2.41667	-31
2.42500	-31
2.43333	-30
2.44167	-30
2.45000	-29
2.45833	-29
2.46667	-28
2.47500	-27
2.48333	-25
2.49167	-22
2.50000	-19
2.50833	-15
2.51667	-11
2.52500	-7
2.53333	-4
2.54167	-2
2.55000	-1
2.55833	-1
2.56667	-1
2.57500	0
2.58333	2
2.59167	3
2.60000	5
2.60833	6
2.61667	8
2.62500	9
2.63333	10
2.64167	11
2.65000	10
2.65833	9
2.66667	6
2.67500	3
2.68333	-0
2.69167	-2
2.70000	-4
2.70833	-4
2.71667	-4
2.72500	-4
2.73333	-4
2.74167	-5
2.75000	-6
2.75833	-8
2.76667	-10
2.77500	-12
2.78333	-14
2.79167	-16
2.80000	-18
2.80833	-19
2.81667	-20
2.82500	-21
2.83333	-21
2.84167	-19
2.85000	-17
2.85833	-13
2.86667	-11
2.87500	-10
2.88333	-10
2.89167	-11
2.90000	-13
2.90833	-15
2.91667	-17
2.92500	-20
2.93333	-22
2.94167	-23
2.95000	-22
2.95833	-19
2.96667	-17
2.97500	-14
2.98333	-11
2.99167	-9
3.00000	-7
3.00833	-6
3.01667	-6
3.02500	-6
3.03333	-6
3.04167	-5
3.05000	-4
3.05833	-2
3.06667	-1
3.07500	-1
3.08333	-1
3.09167	-2
3.10000	-4
3.10833	-4
3.11667	-4
3.12500	-4
3.13333	-4
3.14167	-3
3.15000	-4
3.15833	-4
3.16667	-5
3.17500	-5
3.18333	-5
3.19167	-5
3.20000	-6
3.20833	-6
3.21667	-6
3.22500	-5
3.23333	-3
3.24167	-1
3.25000	0
3.25833	2
3.26667	2
3.27500	3
3.28333	3
3.29167	4
3.30000	4
3.30833	4
3.31667	4
3.32500	4
3.33333	3
3.34167	1
3.35000	-2
3.35833	-5
3.36667	-9
3.37500	-13
3.38333	-16
3.39167	-19
3.40000	-21
3.40833	-23
3.41667	-25
3.42500	-25
3.43333	-23
3.44167	-20
3.45000	-17
3.45833	-13
3.46667	-10
3.47500	-8
3.48333	-6
3.49167	-4
3.50000	-2
3.50833	-0
3.51667	2
3.52500	3
3.53333	3
3.54167	2
3.55000	2
3.55833	2
3.56667	2
3.57500	3
3.58333	5
3.59167	7
3.60000	10
3.60833	13
3.61667	15
3.62500	16
3.63333	16
3.64167	14
3.65000	12
3.65833	10
3.66667	8
3.67500	5
3.68333	3
3.69167	3
3.70000	3
3.70833	4
3.71667	5
3.72500	7
3.73333	9
3.74167	10
3.75000	11
3.75833	11
3.76667	10
3.77500	9
3.78333	8
3.79167	7
3.80000	6
3.80833	6
3.81667	5
3.82500	5
3.83333	4
3.84167	4
3.85000	5
3.85833	7
3.86667	10
3.87500	12
3.88333	13
3.89167	13
3.90000	13
3.90833	12
3.91667	11
3.92500	11
3.93333	10
3.94167	11
3.95000	12
3.95833	14
3.96667	16
3.97500	18
3.98333	20
3.99167	20
4.00000	21
4.00833	21
4.01667	21
4.02500	22
4.03333	23
4.04167	25
4.05000	27
4.05833	30
4.06667	33
4.07500	38
4.08333	43
4.09167	49
4.10000	55
4.10833	62
4.11667	69
4.12500	78
4.13333	87
4.14167	98
4.15000	110
4.15833	124
4.16667	140
4.17500	157
4.18333	177
4.19167	198
4.20000	222
4.20833	249
4.21667	280
4.22500	314
4.23333	351
4.24167	391
4.25000	433
4.25833	478
4.26667	524
4.27500	573
4.28333	623
4.29167	674
4.30000	726
4.30833	779
4.31667	833
4.32500	888
4.33333	942
4.34167	997
4.35000	1051
4.35833	1105
4.36667	1158
4.37500	1211
4.38333	1263
4.39167	1312
4.40000	1359
4.40833	1404
4.41667	1446
4.42500	1485
4.43333	1521
4.44167	1555
4.45000	1587
4.45833	1616
4.46667	1642
4.47500	1665
4.48333	1683
4.49167	1698
4.50000	1709
4.50833	1718
4.51667	1724
4.52500	1728
4.53333	1730
4.54167	1729
4.55000	1728
4.55833	1725
4.56667	1722
4.57500	1718
4.58333	1715
4.59167	1713
4.60000	1712
4.60833	1712
4.61667	1712
4.62500	1713
4.63333	1715
4.64167	1718
4.65000	1722
4.65833	1726
4.66667	1731
4.67500	1736
4.68333	1742
4.69167	1748
4.70000	1755
4.70833	1760
4.71667	1765
4.72500	1768
4.73333	1770
4.74167	1773
4.75000	1775
4.75833	1778
4.76667	1782
4.77500	1784
4.78333	1786
4.79167	1787
4.80000	1787
4.80833	1786
4.81667	1783
4.82500	1779
4.83333	1773
4.84167	1766
4.85000	1757
4.85833	1746
4.86667	1735
4.87500	1723
4.88333	1711
4.89167	1699
4.90000	1687
4.90833	1676
4.91667	1664
4.92500	1652
4.93333	1640
4.94167	1629
4.95000	1618
4.95833	1607
4.96667	1596
4.97500	1585
4.98333	1575
4.99167	1567
5.00000	1559
5.00833	1552
5.01667	1546
5.02500	1540
5.03333	1533
5.04167	1527
5.05000	1521
5.05833	1515
5.06667	1509
5.07500	1502
5.08333	1496
5.09167	1490
5.10000	1485
5.10833	1481
5.11667	1479
5.12500	1477
5.13333	1475
5.14167	1473
5.15000	1471
5.15833	1470
5.16667	1469
5.17500	1470
5.18333	1471
5.19167	1472
5.20000	1474
5.20833	1476
5.21667	1477
5.22500	1478
5.23333	1480
5.24167	1481
5.25000	1483
5.25833	1486
5.26667	1490
5.27500	1495
5.28333	1501
5.29167	1506
5.30000	1511
5.30833	1516
5.31667	1521
5.32500	1526
5.33333	1532
5.34167	1538
5.35000	1546
5.35833	1554
5.36667	1562
5.37500	1569
5.38333	1576
5.39167	1582
5.40000	1586
5.40833	1589
5.41667	1590
5.42500	1590
5.43333	1589
5.44167	1586
5.45000	1581
5.45833	1573
5.46667	1564
5.47500	1551
5.48333	1538
5.49167	1522
5.50000	1506
5.50833	1488
5.51667	1468
5.52500	1449
5.53333	1428
5.54167	1408
5.55000	1389
5.55833	1369
5.56667	1350
5.57500	1330
5.58333	1310
5.59167	1290
5.60000	1270
5.60833	1249
5.61667	1228
5.62500	1206
5.63333	1185
5.64167	1164
5.65000	1144
5.65833	1124
5.66667	1105
5.67500	1086
5.68333	1068
5.69167	1051
5.70000	1034
5.70833	1017
5.71667	1002
5.72500	986
5.73333	971
5.74167	957
5.75000	942
5.75833	929
5.76667	915
5.77500	901
5.78333	888
5.79167	874
5.80000	860
5.80833	845
5.81667	831
5.82500	817
5.83333	802
5.84167	787
5.85000	770
5.85833	754
5.86667	737
5.87500	720
5.88333	704
5.89167	689
5.90000	674
5.90833	658
5.91667	643
5.92500	627
5.93333	611
5.94167	596
5.95000	581
5.95833	569
5.96667	558
5.97500	549
5.98333	541
5.99167	534
6.00000	528
6.00833	524
6.01667	523
6.02500	524
6.03333	528
6.04167	534
6.05000	543
6.05833	555
6.06667	569
6.07500	584
6.08333	601
6.09167	619
6.10000	637
6.10833	653
6.11667	668
6.12500	677
6.13333	681
6.14167	676
6.15000	663
6.15833	639
6.16667	606
6.17500	562
6.18333	510
6.19167	449
6.20000	380
6.20833	304
6.21667	223
6.22500	137
6.23333	48
6.24167	-41
6.25000	-130
6.25833	-217
6.26667	-299
6.27500	-376
6.28333	-445
6.29167	-507
6.30000	-560
6.30833	-604
6.31667	-637
6.32500	-661
6.33333	-674
6.34167	-676
6.35000	-669
6.35833	-651
6.36667	-625
6.37500	-590
6.38333	-549
6.39167	-502
6.40000	-452
6.40833	-398
6.41667	-342
6.42500	-284
6.43333	-225
6.44167	-165
6.45000	-105
6.45833	-45
6.46667	13
6.47500	71
6.48333	127
6.49167	181
6.50000	233
6.50833	282
6.51667	328
6.52500	370
6.53333	409
6.54167	443
6.55000	474
6.55833	502
6.56667	527
6.57500	551
6.58333	573
6.59167	593
6.60000	613
6.60833	630
6.61667	646
6.62500	661
6.63333	676
6.64167	689
6.65000	700
6.65833	711
6.66667	720
6.67500	727
6.68333	732
6.69167	737
6.70000	741
6.70833	745
6.71667	749
6.72500	754
6.73333	758
6.74167	763
6.75000	766
6.75833	769
6.76667	771
6.77500	773
6.78333	775
6.79167	778
6.80000	781
6.80833	784
6.81667	786
6.82500	788
6.83333	789
6.84167	790
6.85000	792
6.85833	793
6.86667	794
6.87500	795
6.88333	796
6.89167	797
6.90000	798
6.90833	798
6.91667	798
6.92500	799
6.93333	799
6.94167	800
6.95000	800
6.95833	799
6.96667	798
6.97500	797
6.98333	796
6.99167	795
7.00000	793
7.00833	791
7.01667	789
7.02500	786
7.03333	783
7.04167	780
7.05000	777
7.05833	774
7.06667	771
7.07500	768
7.08333	766
7.09167	764
7.10000	762
7.10833	761
7.11667	760
7.12500	759
7.13333	758
7.14167	757
7.15000	756
7.15833	754
7.16667	752
7.17500	750
7.18333	746
7.19167	742
7.20000	738
7.20833	733
7.21667	729
7.22500	726
7.23333	722
7.24167	719
7.25000	716
7.25833	714
7.26667	713
7.27500	712
7.28333	713
7.29167	713
7.30000	713
7.30833	713
7.31667	713
7.32500	712
7.33333	711
7.34167	709
7.35000	708
7.35833	706
7.36667	704
7.37500	703
7.38333	703
7.39167	703
7.40000	703
7.40833	703
7.41667	702
7.42500	701
7.43333	697
7.44167	693
7.45000	687
7.45833	681
7.46667	676
7.47500	670
7.48333	665
7.49167	660
7.50000	655
7.50833	650
7.51667	646
7.52500	642
7.53333	638
7.54167	635
7.55000	633
7.55833	630
7.56667	627
7.57500	624
7.58333	621
7.59167	618
7.60000	615
7.60833	612
7.61667	609
7.62500	607
7.63333	606
7.64167	605
7.65000	603
7.65833	600
7.66667	597
7.67500	593
7.68333	589
7.69167	585
7.70000	581
7.70833	577
7.71667	575
7.72500	573
7.73333	572
7.74167	573
7.75000	574
7.75833	574
7.76667	574
7.77500	573
7.78333	571
7.79167	569
7.80000	567
7.80833	566
7.81667	565
7.82500	563
7.83333	561
7.84167	558
7.85000	555
7.85833	552
7.86667	549
7.87500	546
7.88333	543
7.89167	539
7.90000	534
7.90833	529
7.91667	524
7.92500	518
7.93333	514
7.94167	510
7.95000	507
7.95833	506
7.96667	504
7.97500	503
7.98333	502
7.99167	503
8.00000	508
8.00833	520
8.01667	544
8.02500	586
8.03333	655
8.04167	766
8.05000	942
8.05833	1214
8.06667	1630
8.07500	2251
8.08333	3158
8.09167	4468
8.10000	6301
8.10833	8849
8.11667	12302
8.12500	16902
8.13333	22972
8.14167	30767
8.15000	40750
8.15833	53234
8.16667	68695
8.17500	87647
8.18333	110409
8.19167	137728
8.20000	169813
8.20833	207352
8.21667	250746
8.22500	300218
8.23333	356500
8.24167	419290
8.25000	489216
8.25833	565860
8.26667	648896
8.27500	738127
8.28333	831963
8.29167	929904
8.30000	1029917
8.30833	1130429
8.31667	1229862
8.32500	1326114
8.33333	1418024
8.34167	1504156
8.35000	1583736
8.35833	1656286
8.36667	1721598
8.37500	1779834
8.38333	1831242
8.39167	1876291
8.40000	1915483
8.40833	1949382
8.41667	1978560
8.42500	2003548
8.43333	2024874
8.44167	2042996
8.45000	2058349
8.45833	2071322
8.46667	2082273
8.47500	2091506
8.48333	2099244
8.49167	2105681
8.50000	2110976
8.50833	2115257
8.51667	2118652
8.52500	2121290
8.53333	2123276
8.54167	2124704
8.55000	2125642
8.55833	2126162
8.56667	2126319
8.57500	2126148
8.58333	2125664
8.59167	2124844
8.60000	2123648
8.60833	2121975
8.61667	2119719
8.62500	2116746
8.63333	2112630
8.64167	2106798
8.65000	2098617
8.65833	2086913
8.66667	2070608
8.67500	2047885
8.68333	2017537
8.69167	1978344
8.70000	1929435
8.70833	1871279
8.71667	1803880
8.72500	1728463
8.73333	1647063
8.74167	1562194
8.75000	1474936
8.75833	1386782
8.76667	1299235
8.77500	1213139
8.78333	1129796
8.79167	1049675
8.80000	973490
8.80833	901577
8.81667	834069
8.82500	771196
8.83333	712770
8.84167	658828
8.85000	609121
8.85833	563461
8.86667	521653
8.87500	483366
8.88333	448437
8.89167	416528
8.90000	387442
8.90833	360928
8.91667	336736
8.92500	314701
8.93333	294569
8.94167	276207
8.95000	259416
8.95833	244054
8.96667	229995
8.97500	217085
8.98333	205247
8.99167	194348
9.00000	184316
9.00833	175063
9.01667	166507
9.02500	158601
9.03333	151263
9.04167	144461
9.05000	138133
9.05833	132241
9.06667	126752
9.07500	121619
9.08333	116828
9.09167	112335
9.10000	108125
9.10833	104173
9.11667	100454
9.12500	96960
9.13333	93663
9.14167	90557
9.15000	87623
9.15833	84850
9.16667	82228
9.17500	79741
9.18333	77387
9.19167	75149
9.20000	73026
9.20833	71008
9.21667	69086
9.22500	67260
9.23333	65517
9.24167	63858
9.25000	62273
9.25833	60758
9.26667	59312
9.27500	57927
9.28333	56604
9.29167	55334
9.30000	54119
9.30833	52952
9.31667	51832
9.32500	50758
9.33333	49723
9.34167	48731
9.35000	47775
9.35833	46854
9.36667	45968
9.37500	45113
9.38333	44290
9.39167	43495
9.40000	42728
9.40833	41989
9.41667	41273
9.42500	40582
9.43333	39913
9.44167	39266
9.45000	38638
9.45833	38030
9.46667	37441
9.47500	36870
9.48333	36318
9.49167	35783
9.50000	35264
9.50833	34761
9.51667	34273
9.52500	33801
9.53333	33342
9.54167	32899
9.55000	32468
9.55833	32049
9.56667	31643
9.57500	31248
9.58333	30866
9.59167	30494
9.60000	30133
9.60833	29783
9.61667	29443
9.62500	29112
9.63333	28789
9.64167	28474
9.65000	28165
9.65833	27863
9.66667	27568
9.67500	27278
9.68333	26994
9.69167	26715
9.70000	26442
9.70833	26175
9.71667	25912
9.72500	25654
9.73333	25398
9.74167	25147
9.75000	24898
9.75833	24652
9.76667	24411
9.77500	24173
9.78333	23939
9.79167	23707
9.80000	23478
9.80833	23252
9.81667	23027
9.82500	22804
9.83333	22583
9.84167	22364
9.85000	22145
9.85833	21928
9.86667	21712
9.87500	21497
9.88333	21284
9.89167	21072
9.90000	20863
9.90833	20654
9.91667	20447
9.92500	20241
9.93333	20037
9.94167	19834
9.95000	19633
9.95833	19432
9.96667	19233
9.97500	19034
9.98333	18838
9.99167	18643
10.00000	18452
10.00833	18262
10.01667	18074
10.02500	17887
10.03333	17700
10.04167	17515
10.05000	17332
10.05833	17152
10.06667	16976
10.07500	16802
10.08333	16632
10.09167	16464
10.10000	16299
10.10833	16136
10.11667	15976
10.12500	15819
10.13333	15665
10.14167	15513
10.15000	15365
10.15833	15219
10.16667	15076
10.17500	14937
10.18333	14802
10.19167	14671
10.20000	14545
10.20833	14422
10.21667	14302
10.22500	14186
10.23333	14071
10.24167	13960
10.25000	13850
10.25833	13743
10.26667	13638
10.27500	13535
10.28333	13433
10.29167	13334
10.30000	13236
10.30833	13141
10.31667	13047
10.32500	12955
10.33333	12864
10.34167	12774
10.35000	12686
10.35833	12598
10.36667	12511
10.37500	12423
10.38333	12336
10.39167	12246
10.40000	12156
10.40833	12065
10.41667	11973
10.42500	11880
10.43333	11787
10.44167	11695
10.45000	11603
10.45833	11511
10.46667	11419
10.47500	11326
10.48333	11234
10.49167	11140
10.50000	11046
10.50833	10949
10.51667	10851
10.52500	10753
10.53333	10655
10.54167	10557
10.55000	10460
10.55833	10363
10.56667	10267
10.57500	10171
10.58333	10075
10.59167	9979
10.60000	9884
10.60833	9789
10.61667	9696
10.62500	9604
10.63333	9513
10.64167	9424
10.65000	9335
10.65833	9246
10.66667	9159
10.67500	9072
10.68333	8986
10.69167	8901
10.70000	8818
10.70833	8736
10.71667	8655
10.72500	8575
10.73333	8496
10.74167	8419
10.75000	8344
10.75833	8271
10.76667	8200
10.77500	8131
10.78333	8064
10.79167	7998
10.80000	7932
10.80833	7868
10.81667	7806
10.82500	7744
10.83333	7684
10.84167	7626
10.85000	7569
10.85833	7512
10.86667	7457
10.87500	7402
10.88333	7348
10.89167	7295
10.90000	7242
10.90833	7189
10.91667	7134
10.92500	7077
10.93333	7019
10.94167	6960
10.95000	6901
10.95833	6843
10.96667	6786
10.97500	6730
10.98333	6675
10.99167	6620
11.00000	6565
11.00833	6511
11.01667	6456
11.02500	6403
11.03333	6351
11.04167	6300
11.05000	6250
11.05833	6200
11.06667	6149
11.07500	6097
11.08333	6045
11.09167	5992
11.10000	5940
11.10833	5888
11.11667	5837
11.12500	5786
11.13333	5735
11.14167	5684
11.15000	5634
11.15833	5584
11.16667	5534
11.17500	5485
11.18333	5435
11.19167	5386
11.20000	5337
11.20833	5289
11.21667	5241
11.22500	5196
11.23333	5151
11.24167	5108
11.25000	5065
11.25833	5024
11.26667	4983
11.27500	4943
11.28333	4904
11.29167	4866
11.30000	4827
11.30833	4789
11.31667	4751
11.32500	4713
11.33333	4675
11.34167	4638
11.35000	4600
11.35833	4563
11.36667	4527
11.37500	4491
11.38333	4457
11.39167	4424
11.40000	4393
11.40833	4362
11.41667	4331
11.42500	4300
11.43333	4269
11.44167	4238
11.45000	4207
11.45833	4176
11.46667	4146
11.47500	4116
11.48333	4085
11.49167	4055
11.50000	4026
11.50833	3996
11.51667	3968
11.52500	3940
11.53333	3913
11.54167	3887
11.55000	3861
11.55833	3837
11.56667	3812
11.57500	3787
11.58333	3762
11.59167	3739
11.60000	3715
11.60833	3692
11.61667	3670
11.62500	3647
11.63333	3623
11.64167	3599
11.65000	3574
11.65833	3548
11.66667	3522
11.67500	3495
11.68333	3469
11.69167	3443
11.70000	3417
11.70833	3393
11.71667	3369
11.72500	3346
11.73333	3324
11.74167	3302
11.75000	3280
11.75833	3260
11.76667	3240
11.77500	3222
11.78333	3204
11.79167	3186
11.80000	3167
11.80833	3147
11.81667	3127
11.82500	3106
11.83333	3085
11.84167	3064
11.85000	3044
11.85833	3024
11.86667	3006
11.87500	2987
11.88333	2969
11.89167	2951
11.90000	2934
11.90833	2916
11.91667	2899
11.92500	2882
11.93333	2864
11.94167	2846
11.95000	2827
11.95833	2809
11.96667	2793
11.97500	2777
11.98333	2762
11.99167	2748
12.00000	2734
12.00833	2719
12.01667	2704
12.02500	2687
12.03333	2670
12.04167	2653
12.05000	2635
12.05833	2618
12.06667	2601
12.07500	2584
12.08333	2568
12.09167	2550
12.10000	2533
12.10833	2516
12.11667	2499
12.12500	2483
12.13333	2468
12.14167	2454
12.15000	2441
12.15833	2429
12.16667	2417
12.17500	2406
12.18333	2394
12.19167	2382
12.20000	2371
12.20833	2360
12.21667	2348
12.22500	2336
12.23333	2323
12.24167	2309
12.25000	2296
12.25833	2283
12.26667	2271
12.27500	2259
12.28333	2247
12.29167	2236
12.30000	2224
12.30833	2212
12.31667	2200
12.32500	2187
12.33333	2174
12.34167	2160
12.35000	2145
12.35833	2132
12.36667	2118
12.37500	2106
12.38333	2094
12.39167	2083
12.40000	2073
12.40833	2062
12.41667	2052
12.42500	2040
12.43333	2029
12.44167	2017
12.45000	2005
12.45833	1992
12.46667	1979
12.47500	1965
12.48333	1950
12.49167	1937
12.50000	1924
12.50833	1914
12.51667	1906
12.52500	1899
12.53333	1893
12.54167	1889
12.55000	1885
12.55833	1883
12.56667	1881
12.57500	1882
12.58333	1885
12.59167	1891
12.60000	1901
12.60833	1915
12.61667	1935
12.62500	1962
12.63333	1997
12.64167	2040
12.65000	2093
12.65833	2157
12.66667	2232
12.67500	2318
12.68333	2418
12.69167	2535
12.70000	2668
12.70833	2821
12.71667	2994
12.72500	3187
12.73333	3402
12.74167	3639
12.75000	3897
12.75833	4176
12.76667	4476
12.77500	4797
12.78333	5138
12.79167	5500
12.80000	5879
12.80833	6275
12.81667	6687
12.82500	7110
12.83333	7546
12.84167	7990
12.85000	8443
12.85833	8901
12.86667	9363
12.87500	9827
12.88333	10290
12.89167	10752
12.90000	11209
12.90833	11661
12.91667	12105
12.92500	12540
12.93333	12964
12.94167	13375
12.95000	13772
12.95833	14153
12.96667	14516
12.97500	14861
12.98333	15188
12.99167	15495
13.00000	15782
13.00833	16049
13.01667	16294
13.02500	16518
13.03333	16720
13.04167	16899
13.05000	17055
13.05833	17186
13.06667	17294
13.07500	17378
13.08333	17437
13.09167	17473
13.10000	17486
13.10833	17474
13.11667	17439
13.12500	17381
13.13333	17297
13.14167	17189
13.15000	17057
13.15833	16900
13.16667	16722
13.17500	16521
13.18333	16301
13.19167	16061
13.20000	15803
13.20833	15527
13.21667	15233
13.22500	14923
13.23333	14597
13.24167	14259
13.25000	13909
13.25833	13548
13.26667	13180
13.27500	12803
13.28333	12421
13.29167	12034
13.30000	11644
13.30833	11253
13.31667	10861
13.32500	10472
13.33333	10085
13.34167	9703
13.35000	9327
13.35833	8958
13.36667	8597
13.37500	8242
13.38333	7897
13.39167	7561
13.40000	7234
13.40833	6918
13.41667	6613
13.42500	6320
13.43333	6037
13.44167	5767
13.45000	5508
13.45833	5261
13.46667	5026
13.47500	4800
13.48333	4586
13.49167	4382
13.50000	4189
13.50833	4007
13.51667	3835
13.52500	3676
13.53333	3526
13.54167	3387
13.55000	3258
13.55833	3136
13.56667	3022
13.57500	2915
13.58333	2814
13.59167	2719
13.60000	2630
13.60833	2546
13.61667	2468
13.62500	2396
13.63333	2329
13.64167	2268
13.65000	2213
13.65833	2162
13.66667	2115
13.67500	2071
13.68333	2031
13.69167	1992
13.70000	1956
13.70833	1922
13.71667	1889
13.72500	1857
13.73333	1828
13.74167	1800
13.75000	1775
13.75833	1751
13.76667	1729
13.77500	1709
13.78333	1690
13.79167	1672
13.80000	1656
13.80833	1639
13.81667	1622
13.82500	1606
